ID,label
0043ba337edd345cf293b0d907a75e75,1
0043d6a1e7c570263eb133b041d1dde7,0
004590d39a1c1bb03804222715e97dfe,1
0045d0f56da0d095e34f3d2f79216795,0
0045f43080d78d7cecab4aa38976d96b,0
0045f505459fd208aaa73885105ee675,0
00468e85faa81ce0aaf25b016ad2da9f,0
0047a6ef34b45c9eb78b1535e6cbe53a,0
004864933a3e287c8a585ca88b1e5f77,0
004b9d74b38c8d53386ff090bc647e96,0
004ba0a73f935266556f2114a751e613,1
004cd015d35fd5cf681d5c0f28cb8ff1,1
004cd3391ec1ee38230881b153ab6f62,1
004f77b0ab99b9fd4cbf7befbe270603,1
005046c0f83e03f68b1c7691f994da5e,0
0050dfa329191886acd37e50dcbee8b6,1
0051cd8e975a7301d8fd4232124202c6,0
0054ddd33a3fda34b116c37d26fe1951,0
005a294d0003c9e92ce056be75c489de,0
005a55dff0ec3da8f6237a775d9dec06,0
005ba992a065c31b19978dc6c6ae9bf4,1
005c03d079c5d11157404d4064d5148c,0
005c732b0239726796f25227e1c5ecc4,1
006372802f3cab810f14fad7ab07e593,0
006497c9711b86c09c1f7155e5017e20,1
0064a84c588d18e7179935756bde042b,1
00659c85cdd48841410a55e6e3c6f3a6,0
0066485fd9441ae305f13dbe5da9f368,0
00671f0c93e1f6b0d5e1baf4a874fa0b,0
00673a7c3b11d3e36e0d11fa614516fa,1
006964070b3fbb2c91a2e537b8b98b39,1
0069f57e5b048ba56f7b5085b2231ec8,1
006ae6e196780524ef0550e10244c21d,0
006d6d863f798536c9b9e0de5cba9b0c,0
0071090a134374e44a146667ee540ba3,1
00715c3a40ff4cfe7354bd6313ef86d1,1
0074bc8bcae681fa61031e5900a896d6,0
00760fffb669bda1eb1924e4d30f47f5,0
007673ceedacfbccb598e85c2dc0517f,0
00767a6efd20df1ddd13b8fd0fcb268e,1
0076db59131d5392a16d326048d93579,0
0077b167733b9d605bb7f5c7dc82541a,0
00780f10a5665857e890efe7ccbc51ff,1
007b51b88e62a55c03cdd642694eb34f,0
007d84d665366ea6093148381329c0e1,1
007ed7b3d1897cee3a11177301c65441,1
007ff0e322799706b8bf160e2e98f892,1
008053ae4e3007dbd3b517b6b6ff14e4,1
0080f47e25f7e632d67294b0c0a2e133,0
00827298c3831663da5891c5a165a749,0
008384865fa6a513b8c126d985392994,1
0084cc8327da19175fb97769444de7f7,1
00859cc0001e8bd2da7df064d0ec8441,1
008660dc026f2b0a4c35db2b5d6d2576,1
0088f103c1c5bd6595b365569e3d96e2,0
0089bf3c3665d40c4e7366ca3a40847c,0
0089f7bff5e03173d82a069f24fcb454,0
008c61871fafdc8181e7fd6b283932cc,1
008cdf9247f3ce4d1c49280446ecf4cf,0
008e1e1243da569e0205c70791c3bb48,0
008e5baa8fea96258a3743a14ecd95b2,0
009380fa6bdb171301fc23cd766c457c,1
0094c6fa943724a31f65dd731aec50c2,0
00967d7162a47c866899c8ebf2c9de63,0
0098537ff835abbf0c200e9b2c191115,1
009acb15bb55b8b92680010e8b3c3d4a,0
009b68094aa363ed687fbec45cf8c2a8,0
009b6fd2c10d4cfe0a3d966f49cfab9a,1
009bc1e6195c6098fd125cdde1f7a2b2,0
009c17056534168b354be463ff02fd99,1
009d8dbc953612bd720fd72033c09fa5,0
00a156ad7aba247510fff142e9b386bb,1
00a1cdc35071e794913b4c656c821cb0,0
00a794beb880c018ae9f823b32101c10,1
00a8bd39be06a27fe12ecbf2711e5ba3,1
00a8d766e0aa254768d9009dd2a43b37,1
00a8f7c202f144bad98e50863e2025c6,1
00a938c7e7249643406fcaf70650f3a6,0
00abc327310a4545fdaaef801a68d196,0
00aed42e9a6f2ff0b933f3f06e526bae,1
00af45a14765f265e6a59b07d5c61027,0
00afe5aae2c85c5738e0caa686a3577a,1
00b023ea5e13192efc4a83a08a6b7dc9,1
00b0987fbb7f677ae5354087a0747a4d,0
00b1573622c94380b0354c989b6be25e,1
00b49a70f02e65e751e9ea7b1e710917,1
00b693cccf6841de5ca24c4ed413b351,0
00b77945285c76925f336f3744e0651e,1
00b81be015d89da347ddc7c9a3ed2c0d,0
00bb276768378ef9704bfe6737142c79,0
00be301d8dedbcde2faec9338b87aa6d,0
00bebc9592d24c5395dee7cc909c8abd,1
00bef1cb5856a9a5461f013c28f2de84,1
00bfb95d0356a0c26c91289608270cbf,1
00c01c28b511e237f4c70b15387fa194,1
00c15950b89251ee429cf9d79f7b9d00,0
00c17fbf522153337d334e67ca9fce0a,0
00c475695b54d9e468385f75b47b863d,1
00c6150959354f5e8fed5eb3eafbf953,0
00ca71eda206b5227fd210870443199a,1
00cb49dbd430ad7f648dea04db5e76ec,1
00ccaf64309dfc0ccb9b95204b99900b,1
00ce1a53081327f73968a3ab137dbc11,0
00cf528d76f51dbd1701efcb84201e7c,1
00d07e99dea02217a14cb8986da53b23,1
00d3b4a9235bc80dd16ccdf5d8c75d78,0
00d594f3b151ca42d9239d84d47b68e5,0
00d6368dace2d358be614dcb5d948e0c,0
00d6fd704f26f09932e7738e76b39ddf,0
00d7b785e6825f8d3943bb65b7c27538,1
00d805d5e5de6eb58335aaf373def4cb,1
00d9474d56da750687e682fb9fefd8fe,0
00d97cf0f5fa078f5fe003e7ca47d595,0
00d9adf4a3e2137ee8af62bec90d53e8,1
00da5b7b977494c578cf11f5f6289a72,0
00da8f1fe59d7243166434ef0484aada,1
00db192a54fbb9522c6f7e409fa74e8e,0
00dd2f5a134326f01f68108a461b171f,0
00de7983167e5a22624d15e8043c38e8,1
00df4392543cc6560647cd2f947d7c89,1
00df889ce9557fb760c81615dc9fff7c,0
00e0a2d6c4ed9b65e769a4d917cfc434,1
00e121c32c8543e1c5ed37f99400a97b,1
00e137f6eeef72fd42e298b6cb482431,1
00e1f955025d45ef0041d02a380e1d04,1
00e22be20b445abdd6aed42f9852fbec,1
00e27b28073f7f7611cdb0c923fe1083,1
00e3aba56d29417a0fea9aa93277e5f7,1
00e3e938a287b6330328cc2aa6e489f7,0
00e3f9c04c392b98635122967ad2029c,1
00e4f222a9f396e7b3ba93326d79fd87,1
00e95a2775fc051dffc9c630a938885f,0
00e9f4c02129dcdee2078e9f5c91e0e6,1
00eaf3e739113d451cfaab60a98f6732,0
00eedd6a3621d58624fb760594f52c0a,1
00ef22240fe401487adc31529cde124c,1
00ef9a582c2f369ae98875ece194275e,1
00f0a8789455c408547b89af5d7da379,0
00f2e62690aed33778b3300880fb9fd9,0
00f376ba7099672584837af7b3189dfe,1
00f43399c497aaf90d09d9c3aa2c4f16,0
00f56014903c559dc91c64dadb53f28f,1
00f5b914cc8290cf97c79988728b1907,0
00f76cb488a374b437bd4069db2cfb8b,1
00fa401fe6506f3b0951a070bc2dd3c5,0
00fcbe87468864f627f8f22d8240ae29,0
00fd4618865b88c99b66f4818c1933fb,1
00ffe15c80f7fcc4399c09c7789c2ed2,0
01029045e08f779c1c2d9f30f073c6b9,1
0102b281dd45666f8b1998635aa40774,0
010313a85d2219ad7fbffadd430a4834,1
010570d4d7bd9f03bff7d3ec1337b04a,1
01066656e0f21a946ae3580cc81a1c87,1
0107225cad197f456e90ff30ad871568,0
010876d44d449373819e5d35417d0edb,1
0108c39700967c422111bfdd31a339c0,0
010a24432908afa6edf19887a30c8943,1
010b2657390bfa2e3e8ff85427db05ce,0
010bb782ca114e8a2cf1b45557d3ec7f,0
010efed2bbbaa979b1385266975312ca,1
010f0b17c4c76eb954572f80d24fa7d1,1
011037d99dcf92e9a3742706dc4b0bd7,1
0112f4589b9dd0ab7f5bb3ce695bd7e5,0
0114a17fca3f5c37f67de1440d1fdf14,1
011525ef4002331d23b6fa113ea4fc72,1
01174bf10483852f9fea492468ab78a1,1
0118b9627e24feb5027859aba8342b5e,1
0118c213669da46f069bdee21adb7aef,1
01190b659a2f8088638485edee854b9e,1
011a1225842142fff947d328b293675b,1
011ac08607b6b88c98db68991af09e14,1
011bf4ed34b4376aa5aad7912b020244,0
011c4f2adc909c29deea5b56abb5ff58,0
011dc4c73b1d556748edebb2e8299454,0
011fe4606f87fcb5d7100b639fb544f4,0
0120db73aca829664707f49251e5afe9,0
0120f575e8cd00c3c6e52ed91adb4e78,1
0121332009df7f483e0d66b8b7cd46f2,0
0121d8180e01fe4602512d5e360a6084,0
0121f202e7c37ce61d28f1f65278e4d5,1
01220655ec54cb861885d0e71bdefdc3,1
01226920f3fcbb954fe5b68230d06e4a,0
0122d5739e261b1c4b15043608d28650,1
0122e35f092adff08a33cc835387e19a,1
01231a8e3978d06327b0adb6d4088ad1,1
01233e38229fdc05b43a204f5789aecd,1
012413f58a3b41fe60ae3c83505116a0,0
012472d415a4271ee0580f7c907faf9a,0
01261ddf0f18599330d491087dbea682,1
012792fb5eb31a3030fec960f9907b67,1
0127a8887151d1256189df32a86fe65b,1
012908565cf5c99a66ec99db94b3a80d,0
012bdf53eefaf88013a2a85545db0e66,1
012cf80f0405cefafe9e481960e7aa68,0
012df0289432a56634b48f90b5cac5f4,1
012f1e92a729adc7797006af91b4e84e,0
012f4d730d348bdd6c36e4bb1cf948a1,0
012fa293e81df1f8f74050b019fc5bcd,0
013019dec04e3e4e4ac1f31b7f078f65,1
0133f4106d1a3385081570432c5b80f1,1
01345374f63327c2168659f58fbbed03,0
0134b81e2297e7050a7164589505f99a,1
0134fa52a87a36889d418890e552754d,1
01363a9fe0a018e25d0a415adce2a1a8,0
0136ca94d09a12e28530c1ba5f83259c,1
013715d74161fc63cf6b192c6468bd13,1
01371f45a5a0778d906b62e3b40ac542,1
0137937873799be68372f03748dfe06b,0
01387dc0ca89d201ca35b9ae59d0f6e8,1
01397f73ead3ab29d927d99ba7072573,0
013dbfecf67d878fe7eb439da3874618,0
013eb3cb81a028d0088200cb73f9cbca,0
0140b51f80872d7f508a7247fee6eca5,1
0143f131aa04127723d6403882228a6b,1
01468f274c829492247e0cf8d4d7c10d,1
0148901458c56f212ed1ffa7d583350f,0
014adee5a308aa273e76fd2fc8a712be,1
014b0476b51de136690c6cf8a5b5a516,1
01503777a0ec14005ac1a0c4e591815d,0
01541d3b69315b1325591c87bd72a0c2,1
015883a7d4c6bf5ef6399290f9a2729a,1
015885d13fe9b8f657e9b7e59879c13c,1
01588a204aa389ed0f96e99467f391c1,1
015af706774c2273cd1e1558d3c8b7f2,1
015b92149bf57b2bdf7547bb7d33f7bb,0
015be76c53157bd7c20fc32d1e3f33d7,0
015df5409cced83ef9ccb48e2c6658cb,0
01606ba773ace694aefe3a41cc423796,0
0161889cdc2224fc1a7c855c8b4b6f7f,1
016370656fb3797f6be44c78618bce16,0
01638d42cf861bc9a97b576e9a1cd5d0,0
0165049f9cb01640f8d16a54af38739f,1
0166094e014846916272e748e1cd6963,0
0166c76f7833de7af598ec83cbe410ef,0
0167d4c78b149417b1c5e96d2e63c9c2,0
016e4b496ca24930c028f03c29136cca,1
016f60e9a0c37a8cb17b0e01ff01bfd4,1
01718cd4e845cd45c286c379424473e5,0
0173487fff718b8f7d153920e8649998,1
0173cb041e56abe4b69eed2669d5a4c2,1
01771bbc36d3d4abb76df63e36380037,0
0177c5bf9ab36416cdcb4b1a86c37087,1
01784aa00ef1e02e30a1e7730d0ce894,1
0178aae6498a9f882901733eed51f2ac,1
0178e072ad79d790346ffea5a6ef7fc4,1
01798e72cb85c083eec849d94683ce6f,1
017bbf4f9077487b02cae0865a540d6b,0
017e5b308a45aa690a5a57710c658632,0
017ef7178dbcad63b73aa2dcc7b2eddd,1
01823c48882d9733eede3034e0273660,0
01829d5488bdc89a2d1792aee44d8758,0
0184f631890b0142f10c5b66c3a0b971,1
01855ca12fa7bc8c2c0345a7c28d620a,1
0185bed5031b73b61c5067f4d88dcbef,1
0186e54546acafe7738f99f9ab6d52de,0
0186e82c4be6ea8e4b1d8d876f172ef9,1
0186f208bfecfa360c562fb4019ec506,0
018750328ef7421ff974713978c6d15b,0
0189e5e7f68dd8a75746127f675b0844,0
0189e6efa517639cf09440e80ffc4eae,0
018b3ca5e1a8621bb4cf38127b6f7e87,1
018d14ea67ca0026a00c02e7b318e5dd,1
018d712dd01e7ec23c565dae3e2a07b1,1
0191e849c0e54e399dba377d16ad74e0,0
01951f3457453e4bb868a626a7482f5f,1
019775e968c470329e9ab029ed9b92c4,0
01997dd009deccd3e39450be231b4ffa,0
0199e9f877f71093114022ead47a3b2b,1
019d73b0e53f8413ff6d0aae572f9020,0
019d90ec2ce98c1828eada215ec0d0a9,1
019f4a6168897b8a30a98b50b2c993e5,1
01a071a52d8b240f5d335ec499488f2a,0
01a25e7ad850bc9357866fc0a904996c,0
01a4460b7d2b301013b271e4db3c936c,0
01a48e800db3b90127270ec13f5c62ce,1
01a4a45670248e00446682702a29a50e,0
01a6282ac5b7390c70847064a39a40b5,0
01a6ba85acf46188e0ea74d54a2643b4,1
01a7bd050f823c45b67fd863bdfb25fd,1
01ac19249597312ecbd8ef49c1beba5f,1
01af0fdc70f04d00ff97c1d52ef6bf6a,1
01af2a3ba64e801bd3fbdcde8d7e0515,0
01b17382c51af3cb850ba3fa13ddb998,1
01b37a65cd259fde41fe9cf6f9c2060c,1
01b44151b910897797cb1cb1de9acf5d,0
01b588a186934ad189f8b711b612d2a7,0
01b74dab878646e6a71f8eb074b60bc3,0
01b915157aa2edc4f114aa4d3796c940,0
01b980a5bc4002d55eefd77ad37d5aad,1
01baf1770fcd36550ec765fec41df897,0
01baf440e4e3d894354ad124815261f1,0
01bce82bce1293d51c1506ac6e5c8ace,1
01bde92cb7ed6b247e1eb9075dba42c7,1
01c16f5d35e10dc0cd11f8aff73add65,1
01c1ddc8fbff1f713f22d9503ccdba3c,0
01c1fdb30d878a722244924caa61123e,0
01c31c6a91510bf55322d1fcdb932b4b,1
01c536065e7d12b00474e870b0041095,0
01c5f8e10035c6b9f6b53ac86112e7f6,1
01c6bab7184ed9905e1c2f81f9381f9d,0
01c79a303797c07358a508a7ecd754c2,1
01c8360eb13e07cc6a12b375e5bffbb2,1
01cac2f2a18433be3a0f5e1087887930,0
01cbc319ceffa50879c2bd6f8cbc2f79,0
01cc5382d937e0264e71ac7729a8da60,1
01cd0fed09581c70654110d984fc7ebf,0
01cd27c7c02bb5d78729acc2cb2d033e,1
01ce9a7f1d3bf25d917fc098f9a551ad,0
01cec2e92f4f4bc7910759ba8e5d99b4,1
01cf6e9067fdd1ae53c4ea5efd9410df,1
01cf7189e853f83f076d3309d5d10c55,1
01d09b7e7ca74e7bcca8a2fd3ec0a99b,0
01d1ade7235341b94c56cc164682497f,1
01d30b95a4418a591734e5187542a5b5,0
01d44768dead31e031df795215c10d4a,1
01d5d9e92cede450249df5bb24c031de,0
01d69b194cedae3ba9ee79ebde280b85,1
01d6dce6b8ff401ce170303f4c212aed,1
01d7ad5545b218cfc067969420778a6c,0
01d94418dd6b755464c77cd3f80449fb,1
01da20b8ba3763f85163eb10899cccac,1
01dbfe93be00832e56ce634b098c9625,0
01dc0538c96ca85f129a0c80362eca54,0
01dc2aad01ba4d61bc3436597e916dee,1
01dd5bf162d6c88719aa855a3610b1ce,1
01dee7bdf3fb2ddf59cd543144dc04fe,0
01e22d9844b84ddb0f3059e9b2788dc6,0
01e38f112d6434caab1762e9dbc5d047,0
01e462569bfe55b7b6a6af574efe444a,1
01e4b7d590ef9980e8bd4892973c56e0,0
01e673e86a0a9c6b5c0bd8e4be37a4d8,1
01e6f4d4438525b5751d1aedeca232ca,1
01e8ef6c137d9ed24021d0ae0f1910a4,0
01e913f83c3f8c8ec5f58f9ad7e0d47d,1
01ec6f0c073b57c53e7ffa3754dca89f,0
01ee83fdabc0fdc5c50613e43371bd33,0
01efc50371454028a813ad56af9b813f,0
01f096ab9a6d24682a081387e9af08c2,0
01f5ced85f5fa380598fcba6cedf8c46,0
01f74fdb67d06ee7ebf415378aa50f1d,0
01f81cebd9340bd8069ac0f6df15bdcd,0
01f97783c3f79f4b10efdd21ff3980f6,0
01f9e74ce4802cae7d682d52a7c927bf,1
01f9f7559f6d15ea6a51b10db1fbcbe4,1
01fa570e3095e676a86d9f15fa304366,1
01fc17a48c4fb15ee363b6580485c455,1
01fd52a22ec2741fc9ae9799ae3a47cf,1
01ff7995a4ee7c46f9d09d5e284ed563,0
02002fae2f912654afd0dab5ef51b3de,0
02020657683c26be4e3a26fe385268fb,0
0204d68a8bc78451e15141e948a7658f,1
0205e982230546636c728221074776d3,0
0206661064727cc261aad9149bd139dd,1
0206b5b0b3c2f96413fb403f94e66dee,1
02076763564134f7767273187620af77,0
020826bde4a857aa90c4d1db317c97ca,0
0208a0d9e60ea262eeb23470c8c55996,1
020ad002c44c1aefff8daced5c60872f,1
020c837d8212cfaa2cd933944320f1f5,0
020e6d43224b0187e486d35a87caada8,0
020e96a9557e3842762e883774397ed0,1
020f27ec8f792b2236326f6b54e2289e,0
020f32b2abb4f7c10cc59ccdb04bd241,0
020f8b6126b563b6a9913b798bb06a7b,1
02109dafb1579ed5ac0dc9831a93bf5c,0
021268636a47861920e971714e0d825e,1
02127ad63b4b0613473dbbe6c96ca709,0
0212ba2333f7ad3398774d42a4e22a83,0
021307c250b8acf19018f18c0e409849,1
0213c16927c79d8d52a012b9f8901b11,0
0213e05855480840e1d37d92fcc921a3,1
02159b1f704c7f058fe1a7cb4636f837,0
02165240f79e0224068ef91aa221a91d,1
0219508b1373fda7fab3b7ef9dac42c3,0
021af0f37de00dfd56c207ee9724814b,0
021b0b90ddc8621495a99e8b3dc50662,0
021e38a4d212e6c4e4de9374195af85d,0
021e7dfe9d9ff436b70962760e4749a4,1
021f38a343a03c475e0472cf05cda7c6,0
022025b27a1960082d0eca3187a85ff9,1
02221ac1aee8a6799b2df85467df49b2,1
0224fa64ed21663d6a750e236b300497,1
0225b244658e1f291a57b0184a80f5c6,1
0226757f8468097f448bf32bf46cc6d7,0
02281d3d1e1785c710a072a00680ff1e,0
0228ad981801c86499933940caa9dc3f,1
0229c79f88e1cbfbde536bb093939ac4,1
022b040f85ff24e1022b19e44944ca6d,1
022d6c180e37d9c4100553b3db33e9c0,1
0233ae4aacb83e00cb760bbc1784797b,1
0236344405396f5e9360f53a7203707a,1
0236e1392fbfb8bcf234172218210d31,0
023815db6642678c6a8fa044f01ee9d3,1
02394833e031a90306d2b470ecbf17ce,1
023b8a4043b09525191ed404f4fc783c,1
023ed89bbcb25dcb1e259cfda6f7e516,0
024006db897c5e088d501b43a767300b,1
0241f8301b451c8b2a52bb70f1362f87,1
024218af4ff3279a06c294e92a12d54c,0
0242826251e97553bcf232cded2e15ad,0
024333ed2de678c2ac57ae0264821b18,1
02433ee0ac64b6b1776a3864c6567353,1
024431a691a9fcd51ec9d03e2a8b33c7,0
0244fb6dc263a2299af577bf99b21b37,1
0245d94913416ec4802ecc0444936dfb,0
024676e2f19325012e48f9e114f786fb,1
0247c7f8e73d8ca1950449ebece31ce6,0
024915427728a004149663411a531621,1
024bb3ec1f6c5cc1c460513e1d32d8d8,1
024ca26470e5fc19dd9c3766ea13524b,1
024d0beb4fd33c578a82631814919b18,0
024e3aa0fd3da4b83a450d59f74ee1a1,1
025135150834d1a0bfedbe9dd5c8c0d8,0
0251479f973258b3659652e9454e9e97,1
02516418ad73a559e8c3ec135c426972,1
0252f4f0632a167657f95481895489a9,0
02538fb3cfb35c09347ccd00e158a90e,0
0253e1576add50ad44ee8511f3f64d46,1
0256c8851d29f9cc4270aa03422ce8f4,1
0256d2880735b309aef15cb9f367fd12,1
0256e17ab71041a3a15428fd1effacf4,1
0256ef634f2b565a8b9768b110cb5777,0
025c0106c4e5a41642f0a4d806cc2fd1,1
025cdf4aa55be926dc9a83df5454c16c,0
025ecd70bc5085cbe5a65f564dd5ec21,0
025ff814778fcdfccfeee602b824cb03,0
026252d826efb2e0587cef6b8ce9268e,1
026431b471fd09875b2cea0843851ef0,1
026545daccd51a6bdc3a39aeee611143,0
02654d76f5132780b307eaa9e19f5093,1
026648d8f32c11c43a1315db800794ac,0
0266671c00dc8c4d65bca560cc65c39f,0
026728fe77ef570986f5da6a41808ccb,0
0268b9fca4095a711408fd1f5bbb7b7e,0
0268bf7940a37ba27e6337c92a35af24,0
02691fd8ba845e998a1f59039d03a896,0
02693b0a4f20ac071b81601548a7c87f,0
026a0e234faa80c9366e5a5b4ada0051,1
026c0ef528f634718adf332fa23b9f35,1
026c3d7cea1d415366b78ed9dcb76c6d,1
026d191eaae871a7e3647327d0d4523c,0
027301b568c41eff783f59f9c36b64bc,1
0274c8bd12512def2fa5a55f56c2606c,0
0275f774f8d793f5b02f65245173c1f8,1
02764580578594614650587e07003d6d,1
02773900bf22907355f1c38678938f15,0
02786f2f8a39daefb106251f785e9ad7,0
027ab4954e71c48678b62db9625d1c56,1
027e7cdc4a46739c439871c4fc05a9cd,1
027f40f9666f6b6b5443f07dc49b46b9,0
0281d17cbdc2bd7e280deb94f26fc61f,0
0282c0c198e3b8e779c9b2f1c3dc650b,1
0282fe54216b84fa0e773d71ca9f18c2,0
0283aa7cdae2faaa9c38dc19571a3129,0
0288b9ad0808a49d85ba40d1bbd32a43,1
02891c344dd3e3ce86321a0ada53e329,0
0289aa1fd1872306d504cc4bd03d65ff,1
028be8568adb35ea9837de5a030302aa,1
028d5baca868bcad80084d827af96e03,0
028e8e876af64dfaddcc4620eb2fd36c,0
028ecc5bbf623c93e726607de45fbc4a,0
0290598330dfb9bd80f9e431f28783f5,0
029300f279d2f403659cf62314499133,0
0293a289923c84222f6102add58e1c05,0
02964f2099b4bb9d40b92073889902ad,1
029657ac3e556eb6078a5b5964438214,1
029858732a1f84c2ed40130a855dd8e5,1
02996c41e5e0705e9c100158b0f8e489,1
029a4394ef050e0987542c529a5fcff3,0
029b3e3f94c938b76fa9f8eddf2affcd,1
029c89064503b24bc650f4fdf62c9a1e,0
029ef9d72589dfb5eb6e0b3b2eb4cf3d,0
029eff07fa0e6e358b2d744d3415f320,1
02a04dd094492d704f40a6c2e2a68aa3,1
02a3937828c2b2342728ed120243bf43,1
02a667d87ea2f51f9e821f9b4b8b9bd6,1
02a781ce0942d7deca99494f91322c88,0
02abfd7a14b0b9ce2834f3ae663e6a8b,0
02ad04fb754ae26ede2d88e4092bde47,0
02ae238857007baacece3dfc18713274,0
02b05d7ff86a00e0d2deee3cd0ac77b5,0
02b0954f4c88d0a140ab7fd485a476d3,0
02b1f1d9d21ad8e0eaaf2675a3116734,0
02b514485b129aca1e58f102ebfb1630,1
02b682a3c151ba9a035333d6be00b145,1
02bc34557acd45a93623123b6e2230f4,1
02bd29689b00079893abb51d5c59529a,1
02bf469c729a9825e9463d587fea65c4,0
02c02e7bb3628c75cfabf9b646feaa33,1
02c0435090f8f3544b66f1bfa7d32873,1
02c1ff8da14436e80595473c7da4879e,1
02c36983e584210be948b1c823606541,0
02c37726ba7661e40605d7fecbc15b40,0
02c4537f33d0153c3f2ebc689e3074e7,0
02c74323ab5f3d2e56f7130f200475f5,0
02c9dd49abf60f77185c97b10bd018d6,1
02cb955f48b26aa11bf3980bead3a867,0
02ced03391c8e9b0db0f3f266cc33e86,0
02cf25df922c22a64eb8713efd30e18b,0
02cf82ba5aea57efd7dfd68d5fc48b66,0
02cfb4250ab5da70d604509c81cd9631,1
02cfb9cf7c8e9e863c1af6ce7081069b,1
02d1062018757cc15d256eaf08c366a1,0
02d29911a435f0e0cd3e3f1bdc78920c,0
02d5be03f740f3dadaec8d9484406cf8,1
02d6afa3771d341cd87c8b63ee86bd85,0
02d7c9116402edf97667727ec8c40376,1
02db79504b661f01c9f59c895bbb95e8,0
02dcb7316adbe554fdafd4123fd4ebaf,0
02ddbd611dde52b4a767183ba9da90e0,0
02de0c20c61cbc9949fab30962d939bb,0
02e02e684fa1f2efac299e788524473d,1
02e0d2993c1914ab6021d7c6b07d47f7,1
02e25f7a81d7679b2f57c04dcdf0cc28,1
02e35419117dac1f1cab952ca163ac9e,0
02e4a5fd35ec1f5cd45bc115b7888927,0
02e4acdef14a8c4d6b61038628d59008,0
02e5abbddc603c5ad29fe9d859cfb14f,0
02ea65042fe1a7eb6bdb8b2602dac7fb,0
02eaf437ca59a2bd9bc7b82a72448d3d,1
02eb5cb015e4d43692f337420317a5dd,0
02ec7edaccc762d699d49c90982172f9,1
02ecb323722e8b0455986b694bc58e2e,1
02ed5a5dc7bb62531e245e400f799e8c,1
02eea56098ace46f04e93f467ee7006d,1
02ef129a570da59d6fc1f4c321792df5,0
02efa2c4272753140ee5a9172b3280b8,1
02f009651a4066f8f0034285b202aebe,0
02f077defe512a630cc39b6d188cceef,1
02f5cf23efbd742ee01eda67fe803561,1
02f628c4a19a8fe293fad44cafe0049e,1
02fb48f4a1b547feff7b16a99ee89bd7,0
02fd35f975b9dceee3a0ac1cd4d5d748,0
02fe5d3ab6224dacbce976ef67bf6f80,1
02ffbc58a13de5bbd8d22712386fc09f,1
030014280a7252b783497551658db3e3,0
03004a441a0e917cb6c401ef788d81a4,0
0301cb66779fc616d0ecdeed8ced8be4,1
0302a7a5cc9b09b623b88280927f24d8,0
0302afc76a8548fe22d742eed2a3eb3a,0
0304061e96b748e367a7951345aa8e3d,1
0304b842f87466e19328945097e64b2f,1
030521e377cd588204e3b53e56828379,1
0305ce4a8101b2a383d4016a73f79620,0
0305dc0e4c166fee47f53fb53289ecba,1
0306d3ab3c678c4651cdb92f6c879cec,1
03080eb28b6ad76fdea0064c2fe77fb0,1
